# candidate_labels.txt -- auto-label review sheet (STEP 1 output)
# split=train min_conf=0.95 overlap_iou=0.2 checkpoint=checkpoints/tuned/best.pth
# Review the photos in results/auto_label/review/ , then set the
# DECISION column to  approve  or  reject  (default: pending).
# Commit approved labels with:  python approve_labels.py --commit
# The original data/labels/*.txt files are NOT modified by this script.
# id | decision | image_id | label_file | class | yolo_id | conf | cx | cy | w | h
C00060 | committed | 383_jpg.rf.3bd26633028535d03cf9f69a0887c1ba.jpg | 383_jpg.rf.3bd26633028535d03cf9f69a0887c1ba.txt | closed_eye | 0 | 0.9513 | 0.287341 | 0.307234 | 0.268536 | 0.103929
C00061 | committed | 123_jpg.rf.155d450bb7f18027ed742763fc977170.jpg | 123_jpg.rf.155d450bb7f18027ed742763fc977170.txt | yawn | 2 | 0.9729 | 0.434591 | 0.540952 | 0.369637 | 0.213973
C00062 | committed | 12_jpg.rf.88e3acc5a2fb59e35caf6558c9bf1ff7.jpg | 12_jpg.rf.88e3acc5a2fb59e35caf6558c9bf1ff7.txt | yawn | 2 | 0.983 | 0.538895 | 0.476797 | 0.42934 | 0.21666
C00063 | committed | _100_jpg.rf.cb067bca6d71ed9e43e74f3eec6455b8.jpg | _100_jpg.rf.cb067bca6d71ed9e43e74f3eec6455b8.txt | open_eye | 1 | 0.988 | 0.472635 | 0.491277 | 0.94527 | 0.860037
C00064 | committed | closed_eye_2658-jpg_face_2_jpg.rf.38b4e75e80255a4b1ed2a4bd5f1a9f59.jpg | closed_eye_2658-jpg_face_2_jpg.rf.38b4e75e80255a4b1ed2a4bd5f1a9f59.txt | closed_eye | 0 | 0.9838 | 0.250624 | 0.359059 | 0.246345 | 0.144611
C00065 | pending | 383_jpg.rf.0a2d264b85070fd617e325c8432a8da4.jpg | 383_jpg.rf.0a2d264b85070fd617e325c8432a8da4.txt | closed_eye | 0 | 0.9883 | 0.684476 | 0.279228 | 0.083295 | 0.224804
C00066 | committed | 383_jpg.rf.0a2d264b85070fd617e325c8432a8da4.jpg | 383_jpg.rf.0a2d264b85070fd617e325c8432a8da4.txt | closed_eye | 0 | 0.9845 | 0.68828 | 0.706471 | 0.085872 | 0.223204
C00067 | committed | 234_jpg.rf.888d52412a1d71ee024ab905ac04772d.jpg | 234_jpg.rf.888d52412a1d71ee024ab905ac04772d.txt | closed_eye | 0 | 0.9765 | 0.477521 | 0.177831 | 0.124763 | 0.090183
C00068 | committed | 669_jpg.rf.4476ba790d5c740391bb4e48562abf07.jpg | 669_jpg.rf.4476ba790d5c740391bb4e48562abf07.txt | yawn | 2 | 0.9677 | 0.359722 | 0.487537 | 0.401285 | 0.235302
C00069 | committed | 562_jpg.rf.707daabd77814b39097cb644b91f014d.jpg | 562_jpg.rf.707daabd77814b39097cb644b91f014d.txt | open_eye | 1 | 0.9523 | 0.390156 | 0.437814 | 0.057648 | 0.05146
C00070 | committed | 43_jpg.rf.377a7c043fc78d90ebc946340ed168c1.jpg | 43_jpg.rf.377a7c043fc78d90ebc946340ed168c1.txt | closed_eye | 0 | 0.9621 | 0.723169 | 0.536228 | 0.116985 | 0.180448
C00071 | committed | 45_jpg.rf.7e670ccd1444eab242cd2731d3fd0dc0.jpg | 45_jpg.rf.7e670ccd1444eab242cd2731d3fd0dc0.txt | yawn | 2 | 0.9536 | 0.506013 | 0.408654 | 0.207119 | 0.369428
C00072 | committed | 21_jpg.rf.9315eefd22777287088585ccd0c44bbe.jpg | 21_jpg.rf.9315eefd22777287088585ccd0c44bbe.txt | yawn | 2 | 0.9585 | 0.491615 | 0.472982 | 0.234637 | 0.416885
C00073 | committed | 472_jpg.rf.7c55bf3ebae4494300b752c13b5216a6.jpg | 472_jpg.rf.7c55bf3ebae4494300b752c13b5216a6.txt | yawn | 2 | 0.9519 | 0.502201 | 0.428719 | 0.995597 | 0.648756
C00074 | committed | 374_jpg.rf.07f92abe09eeb831d0039b980e94df5e.jpg | 374_jpg.rf.07f92abe09eeb831d0039b980e94df5e.txt | yawn | 2 | 0.9592 | 0.666862 | 0.462649 | 0.266102 | 0.55589
C00075 | committed | 95_jpg.rf.cecc708d23f4b6b614c9cfe1cb67e144.jpg | 95_jpg.rf.cecc708d23f4b6b614c9cfe1cb67e144.txt | open_eye | 1 | 0.9578 | 0.461239 | 0.43404 | 0.062578 | 0.054029
C00076 | committed | 591_jpg.rf.bc6fe34985edc798bbf9489a68050afa.jpg | 591_jpg.rf.bc6fe34985edc798bbf9489a68050afa.txt | yawn | 2 | 0.953 | 0.61136 | 0.512113 | 0.304722 | 0.597081
C00077 | committed | 397_jpg.rf.dd4edc521c2c6248e1a5f902cd822656.jpg | 397_jpg.rf.dd4edc521c2c6248e1a5f902cd822656.txt | yawn | 2 | 0.9506 | 0.519698 | 0.470735 | 0.233433 | 0.399556
C00078 | committed | 453_jpg.rf.fdb009b76b3ac26c433e5a59250d55cd.jpg | 453_jpg.rf.fdb009b76b3ac26c433e5a59250d55cd.txt | yawn | 2 | 0.9512 | 0.400506 | 0.46652 | 0.722112 | 0.385986
C00079 | committed | _100_jpg.rf.ddf5969b2fca08cb3db5f9bbd302bff6.jpg | _100_jpg.rf.ddf5969b2fca08cb3db5f9bbd302bff6.txt | open_eye | 1 | 0.9776 | 0.544201 | 0.455682 | 0.723251 | 0.911363
C00080 | committed | 709_jpg.rf.15150ecfe5e16f67178da344c18c852b.jpg | 709_jpg.rf.15150ecfe5e16f67178da344c18c852b.txt | yawn | 2 | 0.9821 | 0.501933 | 0.270913 | 0.192761 | 0.374778
C00081 | committed | closed_eye_1497-jpg_face_3_jpg.rf.65f2efec2702ba0f3d7017dd7fa2c157.jpg | closed_eye_1497-jpg_face_3_jpg.rf.65f2efec2702ba0f3d7017dd7fa2c157.txt | closed_eye | 0 | 0.9868 | 0.679464 | 0.649726 | 0.220416 | 0.095673
C00082 | committed | closed_eye_2062-jpg_face_2_jpg.rf.19b1a5fc64bc225abd02a2d7b1bdfd93.jpg | closed_eye_2062-jpg_face_2_jpg.rf.19b1a5fc64bc225abd02a2d7b1bdfd93.txt | closed_eye | 0 | 0.9768 | 0.715713 | 0.391894 | 0.268814 | 0.1371
C00083 | committed | 712_jpg.rf.e9906f25aac2bd2a710fcdabbc139a9d.jpg | 712_jpg.rf.e9906f25aac2bd2a710fcdabbc139a9d.txt | yawn | 2 | 0.9822 | 0.4694 | 0.289533 | 0.192937 | 0.362621
C00084 | committed | 420_jpg.rf.676cd8249aeb01ad81dc5264f9edf999.jpg | 420_jpg.rf.676cd8249aeb01ad81dc5264f9edf999.txt | yawn | 2 | 0.9607 | 0.63192 | 0.36243 | 0.733896 | 0.466725
C00085 | committed | 698_jpg.rf.8a849397fd2ccdd5e7f6b6982af1b0e7.jpg | 698_jpg.rf.8a849397fd2ccdd5e7f6b6982af1b0e7.txt | yawn | 2 | 0.9781 | 0.535624 | 0.426982 | 0.190261 | 0.349287
C00086 | committed | 90_jpg.rf.e0e59219e7fce30b05b1868ff2a778df.jpg | 90_jpg.rf.e0e59219e7fce30b05b1868ff2a778df.txt | yawn | 2 | 0.9531 | 0.410829 | 0.425096 | 0.814781 | 0.433897
C00087 | committed | 11_jpg.rf.6c7ea008f71232ccd1af90bccc6f87ec.jpg | 11_jpg.rf.6c7ea008f71232ccd1af90bccc6f87ec.txt | yawn | 2 | 0.9834 | 0.539651 | 0.475766 | 0.450807 | 0.216941
C00088 | committed | closed_eye_0780-jpg_face_1_jpg.rf.3b7174e127ee34f32173eb2965ffd67d.jpg | closed_eye_0780-jpg_face_1_jpg.rf.3b7174e127ee34f32173eb2965ffd67d.txt | closed_eye | 0 | 0.9846 | 0.299915 | 0.366321 | 0.193368 | 0.114021
C00089 | committed | 2136_jpg.rf.1afd86cc6f5748639e4ae83384d923a1.jpg | 2136_jpg.rf.1afd86cc6f5748639e4ae83384d923a1.txt | open_eye | 1 | 0.9669 | 0.525592 | 0.640737 | 0.510023 | 0.718526
C00090 | committed | 337_jpg.rf.01f4de30d7b17f3eea1e2a7960fdbd08.jpg | 337_jpg.rf.01f4de30d7b17f3eea1e2a7960fdbd08.txt | yawn | 2 | 0.9644 | 0.496914 | 0.49652 | 0.598931 | 0.29711
C00091 | committed | 126_jpg.rf.4d49853ba46f33f179accbbf1a97f700.jpg | 126_jpg.rf.4d49853ba46f33f179accbbf1a97f700.txt | yawn | 2 | 0.9816 | 0.428155 | 0.426989 | 0.208951 | 0.370947
C00092 | committed | 1486_jpg.rf.6bf9b8beb879fb8f4e4e2bd8c0f9e37c.jpg | 1486_jpg.rf.6bf9b8beb879fb8f4e4e2bd8c0f9e37c.txt | open_eye | 1 | 0.9563 | 0.647945 | 0.57584 | 0.596827 | 0.848319
C00093 | committed | closed_eye_2647-jpg_face_1_jpg.rf.0b26d9ca64dab8735fdf9ce0dc5b8233.jpg | closed_eye_2647-jpg_face_1_jpg.rf.0b26d9ca64dab8735fdf9ce0dc5b8233.txt | closed_eye | 0 | 0.9909 | 0.299166 | 0.372101 | 0.25423 | 0.123059
C00094 | committed | 472_jpg.rf.bb583e0d757d206ff08a96a53fa46a41.jpg | 472_jpg.rf.bb583e0d757d206ff08a96a53fa46a41.txt | yawn | 2 | 0.9698 | 0.496057 | 0.564221 | 0.992115 | 0.591593
C00095 | committed | 1226_jpg.rf.c5c9df5c2f604b2d0afc150f131d7323.jpg | 1226_jpg.rf.c5c9df5c2f604b2d0afc150f131d7323.txt | open_eye | 1 | 0.9799 | 0.574924 | 0.491368 | 0.060504 | 0.070423
C00096 | committed | 385_jpg.rf.867e26ae17aae77213870a6ac59f2218.jpg | 385_jpg.rf.867e26ae17aae77213870a6ac59f2218.txt | yawn | 2 | 0.9535 | 0.518064 | 0.475234 | 0.286092 | 0.573344
C00097 | pending | closed_eye_0007-jpg_face_1_jpg.rf.d8750e0a016c8d486275ea928540266f.jpg | closed_eye_0007-jpg_face_1_jpg.rf.d8750e0a016c8d486275ea928540266f.txt | closed_eye | 0 | 0.9855 | 0.686059 | 0.663306 | 0.228078 | 0.130505
C00098 | committed | 702_jpg.rf.f2ac4f3357c17b1a83199ed92b23ab37.jpg | 702_jpg.rf.f2ac4f3357c17b1a83199ed92b23ab37.txt | yawn | 2 | 0.9766 | 0.504598 | 0.433495 | 0.211397 | 0.389466
C00099 | committed | 131_jpg.rf.b8925ebb875b27a15b39d9ed71b1482f.jpg | 131_jpg.rf.b8925ebb875b27a15b39d9ed71b1482f.txt | yawn | 2 | 0.9758 | 0.459916 | 0.614812 | 0.375032 | 0.193673
C00100 | committed | 681_jpg.rf.feea28b72173a95fab26ffce22f1a15a.jpg | 681_jpg.rf.feea28b72173a95fab26ffce22f1a15a.txt | open_eye | 1 | 0.9876 | 0.5 | 0.531351 | 1.0 | 0.611985
C00101 | committed | 90_jpg.rf.ec7c089274fb90b5c26d6e042c16644c.jpg | 90_jpg.rf.ec7c089274fb90b5c26d6e042c16644c.txt | yawn | 2 | 0.9529 | 0.538916 | 0.426514 | 0.220199 | 0.433794
C00102 | committed | 775_jpg.rf.4394d7d641879fdb07171c270c3fc002.jpg | 775_jpg.rf.4394d7d641879fdb07171c270c3fc002.txt | open_eye | 1 | 0.9644 | 0.536446 | 0.425202 | 0.51188 | 0.850404
C00103 | committed | closed_eye_2791-jpg_face_1_jpg.rf.1f079fc80e48211630df3509664a8be4.jpg | closed_eye_2791-jpg_face_1_jpg.rf.1f079fc80e48211630df3509664a8be4.txt | closed_eye | 0 | 0.97 | 0.678366 | 0.40919 | 0.200051 | 0.101595
C00104 | pending | 578_jpg.rf.2ea08a45142218154857564fa725ff85.jpg | 578_jpg.rf.2ea08a45142218154857564fa725ff85.txt | yawn | 2 | 0.9602 | 0.491106 | 0.526362 | 0.316848 | 0.609051
C00105 | committed | 608_jpg.rf.ebd8c3db2f4042d3b35e08f4be173dcb.jpg | 608_jpg.rf.ebd8c3db2f4042d3b35e08f4be173dcb.txt | yawn | 2 | 0.9595 | 0.548909 | 0.392481 | 0.6275 | 0.30375
C00106 | committed | closed_eye_2792-jpg_face_1_jpg.rf.79024a658c53e16484cc4ddad0de4464.jpg | closed_eye_2792-jpg_face_1_jpg.rf.79024a658c53e16484cc4ddad0de4464.txt | closed_eye | 0 | 0.9956 | 0.732352 | 0.386275 | 0.2511 | 0.131461
C00107 | pending | 638_jpg.rf.f0328da840d2037e86bd57dfaf0261d7.jpg | 638_jpg.rf.f0328da840d2037e86bd57dfaf0261d7.txt | yawn | 2 | 0.9529 | 0.394534 | 0.659654 | 0.789067 | 0.611705
